"Station","Period","Date","SpeciesCode","Replicates","DensityMean","DensitySE"
2,36,"04/24/98",0030,5,11.200,3.7025
2,36,"04/24/98",0066,5,0.000,0.0000
2,36,"04/24/98",0067,5,0.000,0.0000
2,36,"04/24/98",0075,5,0.000,0.0000
2,36,"04/24/98",0081,5,0.000,0.0000
2,36,"04/24/98",0082,5,0.000,0.0000
2,36,"04/24/98",0085,5,0.010,0.0100
2,36,"04/24/98",0089,5,0.000,0.0000
2,36,"04/24/98",0092,5,0.020,0.0122
2,36,"04/24/98",0152,5,0.000,0.0000
2,36,"04/24/98",0553,5,2.690,0.4425
2,36,"04/24/98",0556,5,0.820,0.7229
2,36,"04/24/98",0557,5,0.300,0.1837
2,36,"04/24/98",0558,5,0.510,0.1364
2,36,"04/24/98",0574,5,0.300,0.1173
2,36,"04/24/98",0575,5,0.240,0.1661
2,36,"04/24/98",0589,5,0.140,0.0400
2,37,"10/18/98",0024,5,0.000,0.0000
2,37,"10/18/98",0029,5,2.160,0.7952
2,37,"10/18/98",0030,5,12.560,3.1201
2,37,"10/18/98",0066,5,0.020,0.0200
2,37,"10/18/98",0067,5,0.000,0.0000
2,37,"10/18/98",0075,5,0.000,0.0000
2,37,"10/18/98",0081,5,0.000,0.0000
2,37,"10/18/98",0082,5,0.000,0.0000
2,37,"10/18/98",0085,5,0.010,0.0100
2,37,"10/18/98",0089,5,0.000,0.0000
2,37,"10/18/98",0092,5,0.020,0.0200
2,37,"10/18/98",0152,5,0.000,0.0000
2,37,"10/18/98",0553,5,5.650,1.6411
2,37,"10/18/98",0556,5,0.200,0.0880
2,37,"10/18/98",0557,5,0.530,0.1032
2,37,"10/18/98",0558,5,0.540,0.1444
2,37,"10/18/98",0574,5,0.230,0.1200
2,37,"10/18/98",0575,5,0.330,0.1562
2,37,"10/18/98",0589,5,0.240,0.0914
2,38,"04/25/99",0024,5,0.000,0.0000
2,38,"04/25/99",0029,5,4.120,2.3260
2,38,"04/25/99",0030,5,40.300,10.3934
2,38,"04/25/99",0066,5,0.240,0.1684
2,38,"04/25/99",0067,5,0.000,0.0000
2,38,"04/25/99",0075,5,0.000,0.0000
2,38,"04/25/99",0081,5,0.000,0.0000
2,38,"04/25/99",0082,5,0.000,0.0000
2,38,"04/25/99",0085,5,0.020,0.0122
2,38,"04/25/99",0089,5,0.090,0.0367
2,38,"04/25/99",0092,5,0.200,0.0725
2,38,"04/25/99",0152,5,0.000,0.0000
2,38,"04/25/99",0553,5,4.670,0.6049
2,38,"04/25/99",0556,5,0.110,0.0485
2,38,"04/25/99",0557,5,0.120,0.0718
2,38,"04/25/99",0558,5,0.020,0.0200
2,38,"04/25/99",0574,5,0.080,0.0515
2,38,"04/25/99",0575,5,0.620,0.2035
2,38,"04/25/99",0589,5,0.450,0.1342
2,39,"10/12/99",0024,5,0.030,0.0122
2,39,"10/12/99",0029,5,4.400,1.4940
2,39,"10/12/99",0030,5,53.910,6.5335
2,39,"10/12/99",0066,5,0.040,0.0187
2,39,"10/12/99",0067,5,0.000,0.0000
2,39,"10/12/99",0075,5,0.000,0.0000
2,39,"10/12/99",0081,5,0.000,0.0000
2,39,"10/12/99",0082,5,0.000,0.0000
2,39,"10/12/99",0085,5,0.080,0.0406
2,39,"10/12/99",0089,5,0.000,0.0000
2,39,"10/12/99",0092,5,0.280,0.0644
2,39,"10/12/99",0152,5,0.000,0.0000
2,39,"10/12/99",0553,5,3.280,0.7484
2,39,"10/12/99",0556,5,0.100,0.0524
2,39,"10/12/99",0557,5,0.000,0.0000
2,39,"10/12/99",0558,5,0.050,0.0224
2,39,"10/12/99",0574,5,0.110,0.0678
2,39,"10/12/99",0575,5,0.640,0.3329
2,39,"10/12/99",0589,5,0.200,0.1084
2,41,"10/28/00",0024,5,0.020,0.0122
2,41,"10/28/00",0029,5,1.530,0.4134
2,41,"10/28/00",0030,5,32.340,3.8323
2,41,"10/28/00",0066,5,0.250,0.1173
2,41,"10/28/00",0067,5,0.000,0.0000
2,41,"10/28/00",0075,5,0.000,0.0000
2,41,"10/28/00",0081,5,0.000,0.0000
2,41,"10/28/00",0082,5,0.000,0.0000
2,41,"10/28/00",0085,5,0.070,0.0374
2,41,"10/28/00",0089,5,0.020,0.0122
2,41,"10/28/00",0092,5,0.400,0.0652
2,41,"10/28/00",0152,5,0.010,0.0100
2,41,"10/28/00",0553,5,0.000,0.0000
2,41,"10/28/00",0556,5,0.000,0.0000
2,41,"10/28/00",0557,5,0.000,0.0000
2,41,"10/28/00",0558,5,0.000,0.0000
2,41,"10/28/00",0574,5,0.000,0.0000
2,41,"10/28/00",0575,5,0.000,0.0000
2,41,"10/28/00",0589,5,0.000,0.0000
2,42,"05/04/01",0024,5,0.060,0.0100
2,42,"05/04/01",0029,5,1.150,0.1557
2,42,"05/04/01",0030,5,2.890,0.6015
2,42,"05/04/01",0066,5,0.070,0.0436
2,42,"05/04/01",0067,5,0.060,0.0400
2,42,"05/04/01",0075,5,0.040,0.0400
2,42,"05/04/01",0081,5,0.010,0.0100
2,42,"05/04/01",0082,5,0.000,0.0000
2,42,"05/04/01",0085,5,0.140,0.0400
2,42,"05/04/01",0089,5,0.170,0.0624
2,42,"05/04/01",0092,5,0.170,0.0339
2,42,"05/04/01",0152,5,0.070,0.0436
2,42,"05/04/01",0553,5,0.010,0.0100
2,42,"05/04/01",0556,5,1.750,0.4591
2,42,"05/04/01",0557,5,6.240,0.7330
2,42,"05/04/01",0558,5,1.230,0.4903
2,42,"05/04/01",0574,5,0.000,0.0000
2,42,"05/04/01",0575,5,0.000,0.0000
2,42,"05/04/01",0589,5,0.340,0.1608
2,43,"10/17/01",0024,5,0.040,0.0292
2,43,"10/17/01",0029,5,0.020,0.0122
2,43,"10/17/01",0030,5,0.070,0.0436
2,43,"10/17/01",0066,5,0.080,0.0464
2,43,"10/17/01",0067,5,0.000,0.0000
2,43,"10/17/01",0075,5,0.010,0.0100
2,43,"10/17/01",0081,5,0.000,0.0000
2,43,"10/17/01",0082,5,0.000,0.0000
2,43,"10/17/01",0085,5,0.060,0.0187
2,43,"10/17/01",0089,5,0.000,0.0000
2,43,"10/17/01",0092,5,0.240,0.0400
2,43,"10/17/01",0152,5,0.000,0.0000
2,43,"10/17/01",0553,5,0.030,0.0200
2,43,"10/17/01",0556,5,0.010,0.0100
2,43,"10/17/01",0557,5,0.070,0.0700
2,43,"10/17/01",0558,5,0.000,0.0000
2,43,"10/17/01",0574,5,0.000,0.0000
2,43,"10/17/01",0575,5,4.420,1.7033
2,43,"10/17/01",0589,5,2.160,0.4007
2,44,"05/03/02",0024,5,0.100,0.0354
2,44,"05/03/02",0029,5,0.060,0.0600
2,44,"05/03/02",0030,5,0.050,0.0274
2,44,"05/03/02",0066,5,0.080,0.0255
2,44,"05/03/02",0067,5,0.000,0.0000
2,44,"05/03/02",0075,5,0.000,0.0000
2,44,"05/03/02",0081,5,0.000,0.0000
2,44,"05/03/02",0082,5,0.000,0.0000
2,44,"05/03/02",0085,5,0.070,0.0200
2,44,"05/03/02",0089,5,0.070,0.0464
2,44,"05/03/02",0092,5,0.250,0.0316
2,44,"05/03/02",0152,5,0.000,0.0000
2,44,"05/03/02",0553,5,0.050,0.0500
2,44,"05/03/02",0556,5,0.030,0.0300
2,44,"05/03/02",0557,5,0.100,0.1000
2,44,"05/03/02",0558,5,0.060,0.0600
2,44,"05/03/02",0574,5,0.000,0.0000
2,44,"05/03/02",0575,5,0.050,0.0500
2,44,"05/03/02",0589,5,0.720,0.1632
2,45,"10/10/02",0024,5,0.410,0.2870
2,45,"10/10/02",0029,5,0.250,0.1573
2,45,"10/10/02",0030,5,0.890,0.6106
2,45,"10/10/02",0066,5,0.240,0.1042
2,45,"10/10/02",0067,5,0.000,0.0000
2,45,"10/10/02",0075,5,0.000,0.0000
2,45,"10/10/02",0081,5,0.010,0.0100
2,45,"10/10/02",0082,5,0.000,0.0000
2,45,"10/10/02",0085,5,0.300,0.1458
2,45,"10/10/02",0089,5,0.000,0.0000
2,45,"10/10/02",0092,5,0.830,0.1625
2,45,"10/10/02",0152,5,0.000,0.0000
2,45,"10/10/02",0553,5,0.030,0.0200
2,45,"10/10/02",0556,5,0.000,0.0000
2,45,"10/10/02",0557,5,0.300,0.3000
2,45,"10/10/02",0558,5,2.150,0.8020
2,45,"10/10/02",0574,5,0.000,0.0000
2,45,"10/10/02",0575,5,0.000,0.0000
2,45,"10/10/02",0589,5,0.450,0.0908
2,46,"05/02/03",0024,5,0.090,0.0292
2,46,"05/02/03",0029,5,0.080,0.0800
2,46,"05/02/03",0030,5,0.180,0.1800
2,46,"05/02/03",0066,5,0.000,0.0000
2,46,"05/02/03",0067,5,0.000,0.0000
2,46,"05/02/03",0075,5,0.020,0.0200
2,46,"05/02/03",0081,5,0.000,0.0000
2,46,"05/02/03",0082,5,0.000,0.0000
2,46,"05/02/03",0085,5,0.020,0.0122
2,46,"05/02/03",0089,5,0.010,0.0100
2,46,"05/02/03",0092,5,0.280,0.0860
2,46,"05/02/03",0152,5,0.010,0.0100
2,46,"05/02/03",0553,5,0.160,0.0914
2,46,"05/02/03",0556,5,0.210,0.0797
2,46,"05/02/03",0557,5,0.550,0.4566
2,46,"05/02/03",0558,5,2.650,1.8898
2,46,"05/02/03",0574,5,0.150,0.0837
2,46,"05/02/03",0575,5,0.130,0.0300
2,46,"05/02/03",0589,5,4.070,0.7365
2,47,"10/16/03",0024,5,0.210,0.0485
2,47,"10/16/03",0029,5,0.030,0.0300
2,47,"10/16/03",0030,5,0.050,0.0316
2,47,"10/16/03",0066,5,0.010,0.0100
2,47,"10/16/03",0067,5,0.000,0.0000
2,47,"10/16/03",0075,5,0.000,0.0000
2,47,"10/16/03",0081,5,0.000,0.0000
2,47,"10/16/03",0082,5,0.000,0.0000
2,47,"10/16/03",0085,5,0.030,0.0200
2,47,"10/16/03",0089,5,0.000,0.0000
2,47,"10/16/03",0092,5,0.500,0.1589
2,47,"10/16/03",0152,5,0.010,0.0100
2,47,"10/16/03",0553,5,0.580,0.2849
2,47,"10/16/03",0556,5,0.290,0.0900
2,47,"10/16/03",0557,5,0.180,0.0718
2,47,"10/16/03",0558,5,0.520,0.2004
2,47,"10/16/03",0574,5,0.590,0.2754
2,47,"10/16/03",0575,5,0.800,0.4424
2,47,"10/16/03",0589,5,3.290,0.6754
2,50,"05/12/05",0024,5,0.430,0.1281
2,50,"05/12/05",0029,5,0.320,0.2620
2,50,"05/12/05",0030,5,0.210,0.2100
2,50,"05/12/05",0066,5,0.010,0.0100
2,50,"05/12/05",0067,5,0.000,0.0000
2,50,"05/12/05",0075,5,0.000,0.0000
2,50,"05/12/05",0081,5,0.000,0.0000
2,50,"05/12/05",0082,5,0.000,0.0000
2,50,"05/12/05",0085,5,0.000,0.0000
2,50,"05/12/05",0089,5,0.050,0.0224
2,50,"05/12/05",0092,5,0.280,0.0846
2,50,"05/12/05",0152,5,0.010,0.0100
2,50,"05/12/05",0553,5,1.590,0.6412
2,50,"05/12/05",0556,5,0.360,0.2210
2,50,"05/12/05",0557,5,6.090,2.3186
2,50,"05/12/05",0558,5,11.540,5.0270
2,50,"05/12/05",0574,5,0.010,0.0100
2,50,"05/12/05",0575,5,0.220,0.1744
2,50,"05/12/05",0589,5,0.690,0.0967
2,51,"10/19/05",0024,5,0.520,0.1586
2,51,"10/19/05",0029,5,0.140,0.1400
2,51,"10/19/05",0030,5,0.160,0.1600
2,51,"10/19/05",0066,5,0.010,0.0100
2,51,"10/19/05",0067,5,0.000,0.0000
2,51,"10/19/05",0075,5,0.000,0.0000
2,51,"10/19/05",0081,5,0.000,0.0000
2,51,"10/19/05",0082,5,0.000,0.0000
2,51,"10/19/05",0085,5,0.010,0.0100
2,51,"10/19/05",0089,5,0.000,0.0000
2,51,"10/19/05",0092,5,0.570,0.1338
2,51,"10/19/05",0152,5,0.010,0.0100
2,51,"10/19/05",0553,5,1.640,0.9731
2,51,"10/19/05",0556,5,0.140,0.0980
2,51,"10/19/05",0557,5,0.020,0.0200
2,51,"10/19/05",0558,5,0.160,0.1134
2,51,"10/19/05",0574,5,0.030,0.0300
2,51,"10/19/05",0575,5,0.310,0.2629
2,51,"10/19/05",0589,5,0.410,0.0620
2,52,"04/20/06",0024,5,0.330,0.1329
2,52,"04/20/06",0029,5,0.280,0.2800
2,52,"04/20/06",0030,5,0.480,0.4306
2,52,"04/20/06",0066,5,0.000,0.0000
2,52,"04/20/06",0067,5,0.000,0.0000
2,52,"04/20/06",0075,5,0.040,0.0187
2,52,"04/20/06",0081,5,0.000,0.0000
2,52,"04/20/06",0082,5,0.000,0.0000
2,52,"04/20/06",0085,5,0.000,0.0000
2,52,"04/20/06",0089,5,0.020,0.0122
2,52,"04/20/06",0092,5,0.160,0.0600
2,52,"04/20/06",0152,5,0.000,0.0000
2,52,"04/20/06",0553,5,2.490,1.0197
2,52,"04/20/06",0556,5,0.350,0.2074
2,52,"04/20/06",0557,5,18.780,3.4228
2,52,"04/20/06",0558,5,2.710,1.5535
2,52,"04/20/06",0574,5,0.090,0.0781
2,52,"04/20/06",0575,5,0.450,0.3457
2,52,"04/20/06",0589,5,0.170,0.0490
2,53,"10/19/06",0024,5,0.520,0.0583
2,53,"10/19/06",0029,5,0.200,0.1636
2,53,"10/19/06",0030,5,0.170,0.1338
2,53,"10/19/06",0066,5,0.000,0.0000
2,53,"10/19/06",0067,5,0.000,0.0000
2,53,"10/19/06",0075,5,0.000,0.0000
2,53,"10/19/06",0081,5,0.000,0.0000
2,53,"10/19/06",0082,5,0.000,0.0000
2,53,"10/19/06",0085,5,0.000,0.0000
2,53,"10/19/06",0089,5,0.000,0.0000
2,53,"10/19/06",0092,5,0.490,0.2288
2,53,"10/19/06",0152,5,0.000,0.0000
2,53,"10/19/06",0553,5,0.250,0.2500
2,53,"10/19/06",0556,5,0.820,0.0663
2,53,"10/19/06",0557,5,11.020,3.0679
2,53,"10/19/06",0558,5,0.050,0.0500
2,53,"10/19/06",0574,5,0.940,0.3628
2,53,"10/19/06",0575,5,0.310,0.1536
2,53,"10/19/06",0589,5,1.930,0.2385
2,54,"05/01/07",0024,5,0.440,0.1134
2,54,"05/01/07",0029,5,0.040,0.0245
2,54,"05/01/07",0030,5,0.080,0.0374
2,54,"05/01/07",0066,5,0.000,0.0000
2,54,"05/01/07",0067,5,0.000,0.0000
2,54,"05/01/07",0075,5,0.010,0.0100
2,54,"05/01/07",0081,5,0.000,0.0000
2,54,"05/01/07",0082,5,0.000,0.0000
2,54,"05/01/07",0085,5,0.000,0.0000
2,54,"05/01/07",0089,5,0.020,0.0200
2,54,"05/01/07",0092,5,0.220,0.0889
2,54,"05/01/07",0152,5,0.000,0.0000
2,54,"05/01/07",0553,5,3.290,1.2070
2,54,"05/01/07",0556,5,0.780,0.1602
2,54,"05/01/07",0557,5,1.120,0.2750
2,54,"05/01/07",0558,5,0.600,0.2515
2,54,"05/01/07",0574,5,0.060,0.0485
2,54,"05/01/07",0575,5,1.820,0.7389
2,54,"05/01/07",0589,5,0.920,0.1463
2,55,"11/04/07",0024,5,0.300,0.0632
2,55,"11/04/07",0029,5,0.900,0.8876
2,55,"11/04/07",0030,5,1.260,1.2103
2,55,"11/04/07",0066,5,0.000,0.0000
2,55,"11/04/07",0067,5,0.000,0.0000
2,55,"11/04/07",0075,5,0.000,0.0000
2,55,"11/04/07",0081,5,0.000,0.0000
2,55,"11/04/07",0082,5,0.000,0.0000
2,55,"11/04/07",0085,5,0.000,0.0000
2,55,"11/04/07",0089,5,0.010,0.0100
2,55,"11/04/07",0092,5,0.190,0.1042
2,55,"11/04/07",0152,5,0.000,0.0000
2,55,"11/04/07",0553,5,3.660,0.8271
2,55,"11/04/07",0556,5,0.800,0.1549
2,55,"11/04/07",0557,5,5.040,0.4699
2,55,"11/04/07",0558,5,0.600,0.2429
2,55,"11/04/07",0574,5,0.420,0.0406
2,55,"11/04/07",0575,5,2.380,0.2107
2,55,"11/04/07",0589,5,0.310,0.0620
2,57,"10/22/08",0024,5,0.370,0.0515
2,57,"10/22/08",0029,5,1.060,1.0600
2,57,"10/22/08",0030,5,1.390,1.2454
2,57,"10/22/08",0066,5,0.000,0.0000
2,57,"10/22/08",0067,5,0.000,0.0000
2,57,"10/22/08",0075,5,0.010,0.0100
2,57,"10/22/08",0081,5,0.000,0.0000
2,57,"10/22/08",0082,5,0.000,0.0000
2,57,"10/22/08",0085,5,0.000,0.0000
2,57,"10/22/08",0089,5,0.000,0.0000
2,57,"10/22/08",0092,5,0.220,0.0583
2,57,"10/22/08",0152,5,0.030,0.0200
2,57,"10/22/08",0553,5,2.790,0.4011
2,57,"10/22/08",0556,5,1.370,0.1828
2,57,"10/22/08",0557,5,0.570,0.5328
2,57,"10/22/08",0558,5,0.350,0.1851
2,57,"10/22/08",0574,5,0.150,0.0725
2,57,"10/22/08",0575,5,1.980,0.3243
2,57,"10/22/08",0589,5,1.560,0.0992
2,60,"06/29/10",0024,5,0.320,0.0604
2,60,"06/29/10",0029,5,0.890,0.8776
2,60,"06/29/10",0030,5,0.980,0.4609
2,60,"06/29/10",0066,5,0.000,0.0000
2,60,"06/29/10",0067,5,0.000,0.0000
2,60,"06/29/10",0075,5,0.090,0.0557
2,60,"06/29/10",0081,5,0.000,0.0000
2,60,"06/29/10",0082,5,0.000,0.0000
2,60,"06/29/10",0085,5,0.000,0.0000
2,60,"06/29/10",0089,5,0.010,0.0100
2,60,"06/29/10",0092,5,0.150,0.1037
2,60,"06/29/10",0152,5,0.020,0.0200
2,60,"06/29/10",0553,5,2.250,0.2679
2,60,"06/29/10",0556,5,1.470,0.2944
2,60,"06/29/10",0557,5,0.690,0.0857
2,60,"06/29/10",0558,5,0.360,0.1239
2,60,"06/29/10",0574,5,0.150,0.0689
2,60,"06/29/10",0575,5,1.800,0.1981
2,60,"06/29/10",0589,5,0.740,0.1887
2,61,"12/15/10",0024,5,0.420,0.0644
2,61,"12/15/10",0029,5,1.670,1.1278
2,61,"12/15/10",0030,5,5.550,1.7042
2,61,"12/15/10",0066,5,0.010,0.0100
2,61,"12/15/10",0067,5,0.000,0.0000
2,61,"12/15/10",0075,5,0.000,0.0000
2,61,"12/15/10",0081,5,0.000,0.0000
2,61,"12/15/10",0082,5,0.000,0.0000
2,61,"12/15/10",0085,5,0.000,0.0000
2,61,"12/15/10",0089,5,0.010,0.0100
2,61,"12/15/10",0092,5,0.300,0.0837
2,61,"12/15/10",0152,5,0.020,0.0122
2,61,"12/15/10",0553,5,2.040,0.3288
2,61,"12/15/10",0556,5,2.580,0.4921
2,61,"12/15/10",0557,5,0.310,0.1005
2,61,"12/15/10",0558,5,0.660,0.1939
2,61,"12/15/10",0574,5,0.200,0.0570
2,61,"12/15/10",0575,5,2.270,0.2223
2,61,"12/15/10",0589,5,0.450,0.1710
2,63,"10/23/11",0024,5,0.390,0.1503
2,63,"10/23/11",0029,5,0.230,0.0752
2,63,"10/23/11",0030,5,4.400,1.0795
2,63,"10/23/11",0066,5,0.000,0.0000
2,63,"10/23/11",0067,5,0.000,0.0000
2,63,"10/23/11",0075,5,0.010,0.0100
2,63,"10/23/11",0081,5,0.000,0.0000
2,63,"10/23/11",0082,5,0.000,0.0000
2,63,"10/23/11",0085,5,0.000,0.0000
2,63,"10/23/11",0089,5,0.000,0.0000
2,63,"10/23/11",0092,5,0.380,0.1772
2,63,"10/23/11",0152,5,0.040,0.0187
2,63,"10/23/11",0553,5,0.700,0.1851
2,63,"10/23/11",0556,5,2.260,0.5815
2,63,"10/23/11",0557,5,0.060,0.0245
2,63,"10/23/11",0558,5,0.000,0.0000
2,63,"10/23/11",0574,5,0.090,0.0367
2,63,"10/23/11",0575,5,2.480,0.1663
2,63,"10/23/11",0589,5,0.590,0.1826
3,1,"08/31/80",0024,5,0.680,0.1241
3,1,"08/31/80",0029,5,3.550,1.1762
3,1,"08/31/80",0030,5,2.560,0.8088
3,1,"08/31/80",0066,5,0.010,0.0100
3,1,"08/31/80",0067,5,0.020,0.0200
3,1,"08/31/80",0075,5,0.000,0.0000
3,1,"08/31/80",0081,5,0.000,0.0000
3,1,"08/31/80",0082,5,0.000,0.0000
3,1,"08/31/80",0085,5,0.040,0.0292
3,1,"08/31/80",0089,5,0.100,0.0418
3,1,"08/31/80",0092,5,0.310,0.1077
3,1,"08/31/80",0152,5,0.000,0.0000
3,1,"08/31/80",0553,5,4.780,0.7592
3,1,"08/31/80",0556,5,0.470,0.3849
3,1,"08/31/80",0557,5,0.330,0.2427
3,1,"08/31/80",0558,5,0.050,0.0500
3,1,"08/31/80",0574,5,0.050,0.0224
3,1,"08/31/80",0575,5,0.480,0.2375
3,1,"08/31/80",0589,5,0.290,0.0748
3,2,"04/30/81",0024,5,0.780,0.2131
3,2,"04/30/81",0029,5,4.990,1.7846
3,2,"04/30/81",0030,5,4.460,2.0971
3,2,"04/30/81",0066,5,0.000,0.0000
3,2,"04/30/81",0067,5,0.000,0.0000
3,2,"04/30/81",0075,5,0.000,0.0000
3,2,"04/30/81",0081,5,0.000,0.0000
3,2,"04/30/81",0082,5,0.000,0.0000
3,2,"04/30/81",0085,5,0.040,0.0100
3,2,"04/30/81",0089,5,0.200,0.0758
3,2,"04/30/81",0092,5,0.320,0.0604
3,2,"04/30/81",0152,5,0.000,0.0000
3,2,"04/30/81",0553,5,4.230,0.8202
3,2,"04/30/81",0556,5,0.450,0.2941
3,2,"04/30/81",0557,5,1.500,1.0059
3,2,"04/30/81",0558,5,0.350,0.1095
3,2,"04/30/81",0574,5,0.110,0.0557
3,2,"04/30/81",0575,5,0.570,0.1772
3,2,"04/30/81",0589,5,0.150,0.0548
3,3,"10/21/81",0024,5,1.160,0.1470
3,3,"10/21/81",0029,5,5.330,2.0377
3,3,"10/21/81",0030,5,4.310,1.7336
3,3,"10/21/81",0066,5,0.000,0.0000
3,3,"10/21/81",0067,5,0.000,0.0000
3,3,"10/21/81",0075,5,0.000,0.0000
3,3,"10/21/81",0081,5,0.000,0.0000
3,3,"10/21/81",0082,5,0.000,0.0000
3,3,"10/21/81",0085,5,0.010,0.0100
3,3,"10/21/81",0089,5,0.050,0.0316
3,3,"10/21/81",0092,5,0.340,0.0967
3,3,"10/21/81",0152,5,0.000,0.0000
3,3,"10/21/81",0553,5,3.990,0.9425
3,3,"10/21/81",0556,5,0.420,0.3955
3,3,"10/21/81",0557,5,0.770,0.3326
3,3,"10/21/81",0558,5,0.570,0.2691
3,3,"10/21/81",0574,5,0.110,0.0579
3,3,"10/21/81",0575,5,0.470,0.1609
3,3,"10/21/81",0589,5,0.270,0.0624
3,4,"04/28/82",0024,5,0.480,0.1480
3,4,"04/28/82",0029,5,4.840,1.6709
3,4,"04/28/82",0030,5,4.360,1.4802
3,4,"04/28/82",0066,5,0.010,0.0100
3,4,"04/28/82",0067,5,0.000,0.0000
3,4,"04/28/82",0075,5,0.000,0.0000
3,4,"04/28/82",0081,5,0.000,0.0000
3,4,"04/28/82",0082,5,0.010,0.0100
3,4,"04/28/82",0085,5,0.020,0.0122
3,4,"04/28/82",0089,5,0.150,0.0570
3,4,"04/28/82",0092,5,0.270,0.1020
3,4,"04/28/82",0152,5,0.000,0.0000
3,4,"04/28/82",0553,5,3.840,0.7531
3,4,"04/28/82",0556,5,0.470,0.3068
3,4,"04/28/82",0557,5,1.070,0.2778
3,4,"04/28/82",0558,5,0.070,0.0339
3,4,"04/28/82",0574,5,0.350,0.2043
3,4,"04/28/82",0575,5,0.360,0.1400
3,4,"04/28/82",0589,5,0.440,0.1239
3,5,"10/16/82",0024,5,0.140,0.0292
3,5,"10/16/82",0029,5,6.050,2.4088
3,5,"10/16/82",0030,5,6.890,2.5658
3,5,"10/16/82",0066,5,0.010,0.0100
3,5,"10/16/82",0067,5,0.000,0.0000
3,5,"10/16/82",0075,5,0.000,0.0000
3,5,"10/16/82",0081,5,0.000,0.0000
3,5,"10/16/82",0082,5,0.000,0.0000
3,5,"10/16/82",0085,5,0.010,0.0100
3,5,"10/16/82",0089,5,0.000,0.0000
3,5,"10/16/82",0092,5,0.310,0.0660
3,5,"10/16/82",0152,5,0.000,0.0000
3,5,"10/16/82",0553,5,7.550,0.5751
3,5,"10/16/82",0556,5,0.520,0.3481
3,5,"10/16/82",0557,5,1.100,0.3029
3,5,"10/16/82",0558,5,0.250,0.2037
3,5,"10/16/82",0574,5,0.200,0.0570
3,5,"10/16/82",0575,5,0.760,0.2852
3,5,"10/16/82",0589,5,0.570,0.1632
3,6,"04/27/83",0024,5,0.070,0.0255
3,6,"04/27/83",0029,5,3.760,1.2063
3,6,"04/27/83",0030,5,7.020,2.6217
3,6,"04/27/83",0066,5,0.000,0.0000
3,6,"04/27/83",0067,5,0.000,0.0000
3,6,"04/27/83",0075,5,0.000,0.0000
3,6,"04/27/83",0081,5,0.000,0.0000
3,6,"04/27/83",0082,5,0.000,0.0000
3,6,"04/27/83",0085,5,0.030,0.0122
3,6,"04/27/83",0089,5,0.180,0.0464
3,6,"04/27/83",0092,5,0.290,0.0748
3,6,"04/27/83",0152,5,0.000,0.0000
3,6,"04/27/83",0553,5,5.010,0.1646
3,6,"04/27/83",0556,5,0.370,0.2973
3,6,"04/27/83",0557,5,0.510,0.1177
3,6,"04/27/83",0558,5,0.080,0.0583
3,6,"04/27/83",0574,5,0.150,0.0474
3,6,"04/27/83",0575,5,0.720,0.2370
3,6,"04/27/83",0589,5,0.290,0.0579
3,7,"09/14/83",0024,5,0.060,0.0292
3,7,"09/14/83",0029,5,4.360,1.5730
3,7,"09/14/83",0030,5,8.970,2.4690
3,7,"09/14/83",0066,5,0.040,0.0187
3,7,"09/14/83",0067,5,0.000,0.0000
3,7,"09/14/83",0075,5,0.000,0.0000
3,7,"09/14/83",0081,5,0.000,0.0000
3,7,"09/14/83",0082,5,0.000,0.0000
3,7,"09/14/83",0085,5,0.040,0.0187
3,7,"09/14/83",0089,5,0.110,0.0678
3,7,"09/14/83",0092,5,0.180,0.0957
3,7,"09/14/83",0152,5,0.000,0.0000
3,7,"09/14/83",0553,5,8.880,2.0250
3,7,"09/14/83",0556,5,0.420,0.2639
3,7,"09/14/83",0557,5,4.780,0.8303
3,7,"09/14/83",0558,5,1.270,0.4562
3,7,"09/14/83",0574,5,0.230,0.0464
3,7,"09/14/83",0575,5,1.090,0.5471
3,7,"09/14/83",0589,5,0.240,0.0579
3,9,"10/05/84",0024,5,0.010,0.0100
3,9,"10/05/84",0029,5,4.680,1.4488
3,9,"10/05/84",0030,5,8.790,1.5686
3,9,"10/05/84",0066,5,0.040,0.0245
3,9,"10/05/84",0067,5,0.000,0.0000
3,9,"10/05/84",0075,5,0.000,0.0000
3,9,"10/05/84",0081,5,0.000,0.0000
3,9,"10/05/84",0082,5,0.000,0.0000
3,9,"10/05/84",0085,5,0.050,0.0274
3,9,"10/05/84",0089,5,0.020,0.0122
3,9,"10/05/84",0092,5,0.000,0.0000
3,9,"10/05/84",0152,5,0.000,0.0000
3,9,"10/05/84",0553,5,10.160,2.3090
3,9,"10/05/84",0556,5,0.480,0.3101
3,9,"10/05/84",0557,5,0.000,0.0000
3,9,"10/05/84",0558,5,0.000,0.0000
3,9,"10/05/84",0574,5,0.170,0.0490
3,9,"10/05/84",0575,5,0.790,0.3253
3,9,"10/05/84",0589,5,0.400,0.1294
3,10,"04/27/85",0024,5,0.000,0.0000
3,10,"04/27/85",0029,5,6.300,1.7651
3,10,"04/27/85",0030,5,15.130,3.4844
3,10,"04/27/85",0066,5,0.160,0.0678
3,10,"04/27/85",0067,5,0.000,0.0000
3,10,"04/27/85",0075,5,0.000,0.0000
3,10,"04/27/85",0081,5,0.000,0.0000
3,10,"04/27/85",0082,5,0.000,0.0000
3,10,"04/27/85",0085,5,0.030,0.0122
