"Station","Period","Date","Swath","KelpID","HoldFast","StipeCount"
2,9,"10/05/84","32R","NA",32,"NA"
2,9,"10/05/84","32R","NA",23,"NA"
2,9,"10/05/84","39L","NA",35,"NA"
2,9,"10/05/84","39L","NA",26,"NA"
2,9,"10/05/84","39L","NA",49,"NA"
2,9,"10/05/84","39L","NA",33,"NA"
2,9,"10/05/84","39L","NA",47,"NA"
2,9,"10/05/84","39L","NA",22,"NA"
2,9,"10/05/84","39L","NA",39,"NA"
2,9,"10/05/84","45L","NA",27,"NA"
2,9,"10/05/84","45L","NA",33,"NA"
2,9,"10/05/84","45L","NA",32,"NA"
2,9,"10/05/84","45L","NA",39,"NA"
2,9,"10/05/84","45L","NA",40,"NA"
2,9,"10/05/84","45L","NA",38,"NA"
2,9,"10/05/84","45L","NA",36,"NA"
2,9,"10/05/84","45L","NA",31,"NA"
2,10,"04/27/85","22L","2_3_1001",40,"NA"
2,10,"04/27/85","22L","2_3_1006",56,"NA"
2,10,"04/27/85","22L","2_3_1034",35,"NA"
2,10,"04/27/85","22L","2_3_1040",47,"NA"
2,10,"04/27/85","32R","2_6_1008",36,"NA"
2,10,"04/27/85","32R","2_6_1013",32,"NA"
2,10,"04/27/85","32R","2_6_1019",32,"NA"
2,10,"04/27/85","39L","2_7_1027",45,"NA"
2,10,"04/27/85","39L","2_7_1033",53,"NA"
2,10,"04/27/85","45L","NA",45,"NA"
2,10,"04/27/85","45L","NA",43,"NA"
2,10,"04/27/85","45L","NA",47,"NA"
2,10,"04/27/85","45L","2_9_1035",40,"NA"
2,10,"04/27/85","45L","2_9_1037",50,"NA"
2,10,"04/27/85","45L","2_9_1048",37,"NA"
2,10,"04/27/85","45L","2_9_1056",53,"NA"
2,10,"04/27/85","45L","2_9_1059",38,"NA"
2,11,"09/06/85","22L","NA",60,"NA"
2,11,"09/06/85","22L","2_3_1034",60,"NA"
2,11,"09/06/85","22L","2_3_1040",59,"NA"
2,11,"09/06/85","22L","2_3_1105",52,"NA"
2,11,"09/06/85","32R","2_6_1008",54,"NA"
2,11,"09/06/85","32R","2_6_1019",69,"NA"
2,11,"09/06/85","39L","2_7_1027",90,"NA"
2,11,"09/06/85","39L","2_7_1033",60,"NA"
2,11,"09/06/85","45L","NA",40,"NA"
2,11,"09/06/85","45L","NA",43,"NA"
2,11,"09/06/85","45L","2_9_1035",54,"NA"
2,11,"09/06/85","45L","2_9_1037",40,"NA"
2,11,"09/06/85","45L","2_9_1048",39,"NA"
2,11,"09/06/85","45L","2_9_1056",59,"NA"
2,11,"09/06/85","45L","2_9_1059",69,"NA"
2,11,"09/06/85","45L","2_9_1078",61,"NA"
2,12,"04/19/86","10L","NA",5,"NA"
2,12,"04/19/86","10L","NA",9,"NA"
2,12,"04/19/86","10L","NA",4,"NA"
2,12,"04/19/86","10L","NA",6,"NA"
2,12,"04/19/86","10L","NA",12,"NA"
2,12,"04/19/86","10L","NA",5,"NA"
2,12,"04/19/86","10L","NA",7,"NA"
2,12,"04/19/86","10L","NA",11,"NA"
2,12,"04/19/86","10L","NA",7,"NA"
2,12,"04/19/86","10L","NA",15,"NA"
2,12,"04/19/86","10L","NA",16,"NA"
2,12,"04/19/86","10L","NA",1,"NA"
2,12,"04/19/86","22L","2_3_1058",9,"NA"
2,12,"04/19/86","39L","NA",7,"NA"
2,12,"04/19/86","39L","2_7_1036",4,"NA"
2,13,"10/04/86","10L","NA",18,"NA"
2,13,"10/04/86","10L","NA",12,"NA"
2,13,"10/04/86","10L","2_1_1247",12,"NA"
2,13,"10/04/86","10L","2_1_1288",20,"NA"
2,13,"10/04/86","10L","2_1_1293",24,"NA"
2,13,"10/04/86","10L","2_1_1295",22,"NA"
2,13,"10/04/86","10L","2_1_1299",15,"NA"
2,13,"10/04/86","10L","2_1_1301",26,"NA"
2,13,"10/04/86","10L","2_1_1302",18,"NA"
2,13,"10/04/86","10L","2_1_1314",10,"NA"
2,13,"10/04/86","10L","2_1_1325",14,"NA"
2,13,"10/04/86","22L","NA",4,"NA"
2,13,"10/04/86","22L","NA",3,"NA"
2,13,"10/04/86","22L","NA",4,"NA"
2,13,"10/04/86","22L","NA",4,"NA"
2,13,"10/04/86","22L","NA",17,"NA"
2,13,"10/04/86","22L","NA",6,"NA"
2,13,"10/04/86","22L","NA",15,"NA"
2,13,"10/04/86","22L","NA",9,"NA"
2,13,"10/04/86","22L","NA",4,"NA"
2,13,"10/04/86","22L","NA",6,"NA"
2,13,"10/04/86","22L","NA",3,"NA"
2,13,"10/04/86","22L","NA",9,"NA"
2,13,"10/04/86","22L","NA",14,"NA"
2,13,"10/04/86","22L","2_3_1058",22,"NA"
2,13,"10/04/86","22L","2_3_1232",16,"NA"
2,13,"10/04/86","22L","2_3_1283",20,"NA"
2,13,"10/04/86","22L","2_3_1287",9,"NA"
2,13,"10/04/86","22L","2_3_1300",5,"NA"
2,13,"10/04/86","22L","2_3_1304",5,"NA"
2,13,"10/04/86","22L","2_3_1322",6,"NA"
2,13,"10/04/86","22L","2_3_1326",5,"NA"
2,13,"10/04/86","22L","2_3_1329",6,"NA"
2,13,"10/04/86","22L","2_3_1331",9,"NA"
2,13,"10/04/86","22L","2_3_1380",19,"NA"
2,13,"10/04/86","32R","2_6_1285",5,"NA"
2,13,"10/04/86","32R","2_6_1290",7,"NA"
2,13,"10/04/86","32R","2_6_1321",14,"NA"
2,13,"10/04/86","32R","2_6_1337",11,"NA"
2,13,"10/04/86","32R","2_6_1344",7,"NA"
2,13,"10/04/86","32R","2_6_1346",14,"NA"
2,13,"10/04/86","32R","2_6_1350",12,"NA"
2,13,"10/04/86","32R","2_6_1388",4,"NA"
2,13,"10/04/86","39L","2_7_1332",8,"NA"
2,13,"10/04/86","39L","NA",10,"NA"
2,13,"10/04/86","39L","NA",7,"NA"
2,13,"10/04/86","39L","NA",10,"NA"
2,13,"10/04/86","39L","NA",7,"NA"
2,13,"10/04/86","39L","NA",10,"NA"
2,13,"10/04/86","39L","NA",13,"NA"
2,13,"10/04/86","39L","NA",14,"NA"
2,13,"10/04/86","39L","NA",16,"NA"
2,13,"10/04/86","39L","NA",13,"NA"
2,13,"10/04/86","39L","NA",5,"NA"
2,13,"10/04/86","39L","NA",10,"NA"
2,13,"10/04/86","39L","NA",14,"NA"
2,13,"10/04/86","39L","NA",6,"NA"
2,13,"10/04/86","39L","NA",11,"NA"
2,13,"10/04/86","39L","NA",20,"NA"
2,13,"10/04/86","39L","NA",7,"NA"
2,13,"10/04/86","39L","NA",17,"NA"
2,13,"10/04/86","39L","2_7_1284",19,"NA"
2,13,"10/04/86","39L","2_7_1289",10,"NA"
2,13,"10/04/86","39L","2_7_1294",5,"NA"
2,13,"10/04/86","39L","2_7_1297",9,"NA"
2,13,"10/04/86","39L","2_7_1303",15,"NA"
2,13,"10/04/86","39L","2_7_1305",5,"NA"
2,13,"10/04/86","39L","2_7_1306",8,"NA"
2,13,"10/04/86","39L","2_7_1310",9,"NA"
2,13,"10/04/86","39L","2_7_1313",15,"NA"
2,13,"10/04/86","45L","NA",7,"NA"
2,13,"10/04/86","45L","NA",5,"NA"
2,13,"10/04/86","45L","NA",4,"NA"
2,13,"10/04/86","45L","2_9_1298",5,"NA"
2,13,"10/04/86","45L","2_9_1318",14,"NA"
2,13,"10/04/86","45L","2_9_1320",10,"NA"
2,13,"10/04/86","45L","2_9_1323",16,"NA"
2,13,"10/04/86","45L","2_9_1339",12,"NA"
2,13,"10/04/86","45L","2_9_1340",9,"NA"
2,13,"10/04/86","45L","2_9_1343",9,"NA"
2,14,"04/23/87","10L","2_1_1288",12,"NA"
2,14,"04/23/87","10L","2_1_1299",22,"NA"
2,14,"04/23/87","10L","2_1_1301",10,"NA"
2,14,"04/23/87","10L","2_1_1302",15,"NA"
2,14,"04/23/87","10L","2_1_1314",22,"NA"
2,14,"04/23/87","10L","2_1_1325",20,"NA"
2,14,"04/23/87","22L","2_3_1287",12,"NA"
2,14,"04/23/87","22L","2_3_1303",15,"NA"
2,14,"04/23/87","22L","2_3_1331",15,"NA"
2,14,"04/23/87","22L","2_3_1409",20,"NA"
2,14,"04/23/87","39L","2_7_1305",10,"NA"
2,15,"10/10/87","10L","2_1_1288",52,"NA"
2,15,"10/10/87","10L","2_1_1301",48,"NA"
2,15,"10/10/87","10L","2_1_1302",95,"NA"
2,15,"10/10/87","10L","2_1_1420",51,"NA"
2,15,"10/10/87","22L","2_3_1283",33,"NA"
2,16,"04/27/88","10L","2_1_1420","NA","NA"
2,17,"10/07/88","32R","NA",10,"NA"
2,27,"10/22/93","10L","NA",4,"NA"
2,27,"10/22/93","10L","2_1_2358",8,"NA"
2,27,"10/22/93","22L","NA",5,"NA"
2,27,"10/22/93","22L","NA",24,"NA"
2,27,"10/22/93","22L","NA",9,"NA"
2,27,"10/22/93","22L","NA",6,"NA"
2,27,"10/22/93","22L","NA",3,"NA"
2,27,"10/22/93","22L","NA",8,"NA"
2,27,"10/22/93","32R","2_6_2508",18,"NA"
2,27,"10/22/93","32R","2_6_2514",10,"NA"
2,27,"10/22/93","32R","2_6_2519",5,"NA"
2,27,"10/22/93","32R","2_6_2547",7,"NA"
2,27,"10/22/93","32R","2_6_2549",6,"NA"
2,27,"10/22/93","32R","2_6_2550",10,"NA"
2,27,"10/22/93","32R","2_6_2552",25,"NA"
2,27,"10/22/93","32R","2_6_2555",5,"NA"
2,27,"10/22/93","32R","2_6_2565",7,"NA"
2,27,"10/22/93","32R","2_6_2566",3,"NA"
2,27,"10/22/93","32R","2_6_2570",5,"NA"
2,27,"10/22/93","32R","2_6_2571",14,"NA"
2,27,"10/22/93","32R","2_6_2573",16,"NA"
2,27,"10/22/93","32R","2_6_2576",3,"NA"
2,27,"10/22/93","32R","2_6_2577",8,"NA"
2,27,"10/22/93","39L","NA",4,"NA"
2,27,"10/22/93","39L","NA",2,"NA"
2,27,"10/22/93","39L","NA",2,"NA"
2,27,"10/22/93","39L","NA",1,"NA"
2,27,"10/22/93","39L","NA",1,"NA"
2,27,"10/22/93","39L","NA",1,"NA"
2,27,"10/22/93","39L","NA",1,"NA"
2,27,"10/22/93","39L","NA",12,"NA"
2,27,"10/22/93","39L","NA",15,"NA"
2,27,"10/22/93","39L","NA",15,"NA"
2,28,"04/18/94","10L","NA",10,"NA"
2,28,"04/18/94","10L","NA",4,"NA"
2,28,"04/18/94","10L","NA",25,"NA"
2,28,"04/18/94","10L","NA",15,"NA"
2,28,"04/18/94","10L","NA",35,"NA"
2,28,"04/18/94","10L","NA",15,"NA"
2,28,"04/18/94","10L","NA",11,"NA"
2,28,"04/18/94","10L","NA",22,"NA"
2,28,"04/18/94","10L","NA",16,"NA"
2,28,"04/18/94","10L","NA",21,"NA"
2,28,"04/18/94","10L","NA",23,"NA"
2,28,"04/18/94","10L","NA",11,"NA"
2,28,"04/18/94","10L","NA",17,"NA"
2,28,"04/18/94","22L","NA",11,"NA"
2,28,"04/18/94","22L","NA",20,"NA"
2,28,"04/18/94","22L","NA",13,"NA"
2,28,"04/18/94","22L","NA",15,"NA"
2,28,"04/18/94","22L","NA",5,"NA"
2,28,"04/18/94","22L","NA",4,"NA"
2,28,"04/18/94","22L","NA",5,"NA"
2,28,"04/18/94","22L","NA",5,"NA"
2,28,"04/18/94","22L","NA",12,"NA"
2,28,"04/18/94","22L","NA",12,"NA"
2,28,"04/18/94","22L","NA",10,"NA"
2,28,"04/18/94","32R","NA",7,"NA"
2,28,"04/18/94","32R","2_6_2547",17,"NA"
2,28,"04/18/94","32R","2_6_2549",11,"NA"
2,28,"04/18/94","32R","2_6_2552",19,"NA"
2,28,"04/18/94","32R","2_6_2555",4,"NA"
2,28,"04/18/94","32R","2_6_2573",15,"NA"
2,28,"04/18/94","39L","NA",15,"NA"
2,28,"04/18/94","39L","NA",8,"NA"
2,28,"04/18/94","39L","NA",14,"NA"
2,28,"04/18/94","39L","NA",20,"NA"
2,28,"04/18/94","39L","NA",15,"NA"
2,28,"04/18/94","39L","NA",16,"NA"
2,28,"04/18/94","39L","NA",15,"NA"
2,28,"04/18/94","39L","NA",22,"NA"
2,28,"04/18/94","39L","NA",10,"NA"
2,28,"04/18/94","39L","NA",10,"NA"
2,28,"04/18/94","45L","NA",24,"NA"
2,28,"04/18/94","45L","NA",12,"NA"
2,28,"04/18/94","45L","NA",11,"NA"
2,28,"04/18/94","45L","NA",3,"NA"
2,28,"04/18/94","45L","NA",12,"NA"
2,29,"10/08/94","10L","2_1_2760",22,"NA"
2,29,"10/08/94","10L","2_1_2785",7,"NA"
2,29,"10/08/94","10L","2_1_2792",12,"NA"
2,29,"10/08/94","10L","2_1_2793",14,"NA"
2,29,"10/08/94","10L","2_1_2794",12,"NA"
2,29,"10/08/94","10L","2_1_2795",7,"NA"
2,29,"10/08/94","10L","2_1_2797",8,"NA"
2,29,"10/08/94","10L","2_1_2799",7,"NA"
2,29,"10/08/94","10L","2_1_2800",9,"NA"
2,29,"10/08/94","10L","2_1_2802",12,"NA"
2,29,"10/08/94","10L","2_1_2802",7,"NA"
2,29,"10/08/94","10L","2_1_2805",9,"NA"
2,29,"10/08/94","10L","2_1_2806",8,"NA"
2,29,"10/08/94","10L","2_1_2813",13,"NA"
2,29,"10/08/94","22L","2_3_2729",10,"NA"
2,29,"10/08/94","22L","2_3_2732",12,"NA"
2,29,"10/08/94","22L","2_3_2736",5,"NA"
2,29,"10/08/94","22L","2_3_2756",14,"NA"
2,29,"10/08/94","22L","2_3_2774",23,"NA"
2,29,"10/08/94","22L","2_3_2796",4,"NA"
2,29,"10/08/94","22L","2_3_2803",8,"NA"
2,29,"10/08/94","22L","2_3_2807",36,"NA"
2,29,"10/08/94","22L","2_3_2809",4,"NA"
2,29,"10/08/94","22L","2_3_2810",4,"NA"
2,29,"10/08/94","22L","2_3_2812",8,"NA"
2,29,"10/08/94","22L","2_3_2814",10,"NA"
2,29,"10/08/94","22L","2_3_2815",15,"NA"
2,29,"10/08/94","22L","2_3_2816",9,"NA"
2,29,"10/08/94","22L","2_3_2817",9,"NA"
2,29,"10/08/94","22L","2_3_2818",13,"NA"
2,29,"10/08/94","32R","2_6_2552",34,"NA"
2,29,"10/08/94","39L","2_7_2726",16,"NA"
2,29,"10/08/94","39L","2_7_2741",12,"NA"
2,29,"10/08/94","39L","2_7_2749",16,"NA"
2,29,"10/08/94","39L","2_7_2751",12,"NA"
2,29,"10/08/94","39L","2_7_2759",11,"NA"
2,29,"10/08/94","39L","2_7_2760",8,"NA"
2,29,"10/08/94","39L","2_7_2761",16,"NA"
2,29,"10/08/94","39L","2_7_2762",22,"NA"
2,29,"10/08/94","39L","2_7_2763",23,"NA"
2,29,"10/08/94","39L","2_7_2764",13,"NA"
2,29,"10/08/94","39L","2_7_2771",31,"NA"
2,29,"10/08/94","39L","2_7_2773",25,"NA"
2,29,"10/08/94","39L","2_7_2822",11,"NA"
2,29,"10/08/94","39L","2_7_2823",31,"NA"
2,29,"10/08/94","39L","2_7_2830",10,"NA"
2,29,"10/08/94","39L","2_7_2835",6,"NA"
2,29,"10/08/94","39L","2_7_2837",10,"NA"
2,29,"10/08/94","39L","2_7_2839",22,"NA"
2,29,"10/08/94","39L","2_7_2840",14,"NA"
2,29,"10/08/94","45L","2_9_2824",24,"NA"
2,29,"10/08/94","45L","2_9_2830",14,"NA"
2,29,"10/08/94","45L","2_9_2831",28,"NA"
2,29,"10/08/94","45L","2_9_2833",10,"NA"
2,29,"10/08/94","45L","2_9_2836",16,"NA"
2,30,"04/07/95","10L","2_1_2793",16,"NA"
2,30,"04/07/95","10L","2_1_2795",20,"NA"
2,30,"04/07/95","10L","2_1_2806",8,"NA"
2,30,"04/07/95","10L","2_1_2844",2,"NA"
2,30,"04/07/95","22L","2_3_2729",5,"NA"
2,30,"04/07/95","22L","2_3_2736",4,"NA"
2,30,"04/07/95","22L","2_3_2796",13,"NA"
2,30,"04/07/95","22L","2_3_2803",3,"NA"
2,30,"04/07/95","22L","2_3_2809",9,"NA"
2,30,"04/07/95","22L","2_3_2812",6,"NA"
2,30,"04/07/95","22L","2_3_2814",14,"NA"
2,30,"04/07/95","22L","2_3_2815",17,"NA"
2,30,"04/07/95","22L","2_3_2816",18,"NA"
2,30,"04/07/95","22L","2_3_2872",22,"NA"
2,30,"04/07/95","32R","2_6_2552",35,"NA"
2,30,"04/07/95","39L","2_7_2749",14,"NA"
2,30,"04/07/95","39L","2_7_2751",6,"NA"
2,30,"04/07/95","39L","2_7_2761",17,"NA"
2,30,"04/07/95","39L","2_7_2762",20,"NA"
2,30,"04/07/95","39L","2_7_2822",19,"NA"
2,30,"04/07/95","39L","2_7_2835",5,"NA"
2,30,"04/07/95","39L","2_7_2837",25,"NA"
2,31,"10/07/95","10L","2_1_2793",14,"NA"
2,31,"10/07/95","10L","2_1_2795",16,"NA"
2,31,"10/07/95","10L","2_1_2806",6,"NA"
2,31,"10/07/95","10L","2_1_2844",4,"NA"
2,31,"10/07/95","10L","2_1_3230",5,"NA"
2,31,"10/07/95","22L","NA",5,"NA"
2,31,"10/07/95","22L","2_3_2796",8,"NA"
2,31,"10/07/95","22L","2_3_2812",14,"NA"
2,31,"10/07/95","22L","2_3_2814",17,"NA"
2,31,"10/07/95","22L","2_3_2815",20,"NA"
2,31,"10/07/95","22L","2_3_2816",23,"NA"
2,31,"10/07/95","22L","2_3_2996",15,"NA"
2,31,"10/07/95","22L","2_3_3066",7,"NA"
2,31,"10/07/95","22L","2_3_3085",7,"NA"
2,31,"10/07/95","22L","2_3_3092",10,"NA"
2,31,"10/07/95","32R","NA",2,"NA"
2,31,"10/07/95","32R","NA",2,"NA"
2,31,"10/07/95","32R","NA",2,"NA"
2,31,"10/07/95","32R","NA",2,"NA"
2,31,"10/07/95","32R","NA",2,"NA"
2,31,"10/07/95","32R","NA",2,"NA"
2,31,"10/07/95","32R","NA",2,"NA"
2,31,"10/07/95","32R","NA",2,"NA"
2,31,"10/07/95","32R","NA",2,"NA"
2,31,"10/07/95","32R","NA",12,"NA"
2,31,"10/07/95","32R","NA",12,"NA"
2,31,"10/07/95","32R","NA",12,"NA"
2,31,"10/07/95","32R","NA",14,"NA"
2,31,"10/07/95","32R","NA",8,"NA"
2,31,"10/07/95","32R","NA",5,"NA"
2,31,"10/07/95","32R","2_6_3044",36,"NA"
2,31,"10/07/95","32R","2_6_3050",10,"NA"
2,31,"10/07/95","32R","2_6_3062",9,"NA"
2,31,"10/07/95","32R","2_6_3063",7,"NA"
2,31,"10/07/95","32R","2_6_3064",16,"NA"
2,31,"10/07/95","32R","2_6_3065",9,"NA"
2,31,"10/07/95","32R","2_6_3070",7,"NA"
2,31,"10/07/95","32R","2_6_3071",10,"NA"
2,31,"10/07/95","32R","2_6_3072",14,"NA"
2,31,"10/07/95","32R","2_6_3073",9,"NA"
2,31,"10/07/95","32R","2_6_3074",9,"NA"
2,31,"10/07/95","32R","2_6_3075",8,"NA"
2,31,"10/07/95","32R","2_6_3077",13,"NA"
2,31,"10/07/95","32R","2_6_3080",39,"NA"
2,31,"10/07/95","32R","2_6_3084",8,"NA"
2,31,"10/07/95","32R","2_6_3086",12,"NA"
2,31,"10/07/95","32R","2_6_3087",5,"NA"
2,31,"10/07/95","32R","2_6_3089",15,"NA"
2,31,"10/07/95","32R","2_6_3093",6,"NA"
2,31,"10/07/95","32R","2_6_3095",19,"NA"
2,31,"10/07/95","39L","NA",2,"NA"
2,31,"10/07/95","39L","NA",1,"NA"
2,31,"10/07/95","39L","NA",3,"NA"
2,31,"10/07/95","39L","2_7_3030",3,"NA"
2,31,"10/07/95","39L","2_7_3037",8,"NA"
2,31,"10/07/95","39L","2_7_3038",3,"NA"
2,32,"04/30/96","10L","2_1_2795",27,"NA"
2,32,"04/30/96","10L","2_1_3195",28,"NA"
2,32,"04/30/96","10L","2_1_3198",13,"NA"
2,32,"04/30/96","10L","2_1_3230",14,"NA"
2,32,"04/30/96","22L","2_3_2816",39,"NA"
2,32,"04/30/96","22L","2_3_3085",18,"NA"
2,32,"04/30/96","32R","2_6_3064",31,"NA"
2,32,"04/30/96","32R","2_6_3071",20,"NA"
2,32,"04/30/96","32R","2_6_3084",15,"NA"
2,32,"04/30/96","32R","2_6_3189",38,"NA"
2,32,"04/30/96","32R","2_6_3208",70,"NA"
2,32,"04/30/96","32R","2_6_3213",18,"NA"
2,32,"04/30/96","32R","2_6_3217",9,"NA"
2,32,"04/30/96","39L","2_7_3024",5,"NA"
2,32,"04/30/96","39L","2_7_3030",10,"NA"
2,32,"04/30/96","39L","2_7_3037",16,"NA"
2,33,"10/06/96","10L","2_1_2795",80,"NA"
2,33,"10/06/96","10L","2_1_3195",75,"NA"
2,33,"10/06/96","10L","2_1_3198",45,"NA"
2,33,"10/06/96","10L","2_1_3230",50,"NA"
2,33,"10/06/96","10L","2_1_3247",16,"NA"
2,33,"10/06/96","10L","2_1_3258",7,"NA"
2,33,"10/06/96","10L","2_1_3259",5,"NA"
2,33,"10/06/96","10L","2_1_3279",5,"NA"
2,33,"10/06/96","10L","2_1_3314",4,"NA"
2,33,"10/06/96","10L","2_1_3323",6,"NA"
2,33,"10/06/96","10L","2_1_3350",10,"NA"
2,33,"10/06/96","10L","2_1_3356",10,"NA"
2,33,"10/06/96","10L","2_1_3366",54,"NA"
2,33,"10/06/96","10L","2_1_3367",41,"NA"
2,33,"10/06/96","10L","2_1_3369",5,"NA"
2,33,"10/06/96","10L","2_1_3371",10,"NA"
2,33,"10/06/96","10L","2_1_3373",15,"NA"
2,33,"10/06/96","10L","2_1_3375",4,"NA"
2,33,"10/06/96","10L","2_1_3377",5,"NA"
2,33,"10/06/96","10L","2_1_3379",4,"NA"
2,33,"10/06/96","10L","2_1_3382",5,"NA"
2,33,"10/06/96","10L","2_1_3383",8,"NA"
2,33,"10/06/96","10L","2_1_3381",9,"NA"
2,33,"10/06/96","39L","2_7_3295",10,"NA"
2,33,"10/06/96","39L","2_7_3296",6,"NA"
2,33,"10/06/96","39L","2_7_3322",8,"NA"
2,33,"10/06/96","39L","2_7_3332",7,"NA"
2,33,"10/07/96","22L","2_3_2816",68,"NA"
2,33,"10/07/96","22L","2_3_3085",62,"NA"
2,33,"10/07/96","22L","2_3_3265",10,"NA"
2,33,"10/07/96","22L","2_3_3267",5,"NA"
2,33,"10/07/96","22L","2_3_3271",28,"NA"
2,33,"10/07/96","22L","2_3_3276",4,"NA"
2,33,"10/07/96","22L","2_3_3296",20,"NA"
2,33,"10/07/96","22L","2_3_3300",15,"NA"
2,33,"10/07/96","22L","2_3_3302",12,"NA"
2,33,"10/07/96","22L","2_3_3306",5,"NA"
2,33,"10/07/96","22L","2_3_3308",5,"NA"
2,33,"10/07/96","22L","2_3_3328",13,"NA"
2,33,"10/07/96","22L","2_3_3331",5,"NA"
2,33,"10/07/96","22L","2_3_3338",5,"NA"
2,33,"10/07/96","22L","2_3_3344",5,"NA"
2,33,"10/07/96","22L","2_3_3346",5,"NA"
2,33,"10/07/96","22L","2_3_3351",10,"NA"
2,33,"10/07/96","22L","2_3_3351",5,"NA"
2,33,"10/07/96","22L","2_3_3354",10,"NA"
2,33,"10/07/96","22L","2_3_3359",5,"NA"
2,33,"10/07/96","22L","2_3_3366",14,"NA"
2,33,"10/07/96","22L","2_3_3370",10,"NA"
2,33,"10/07/96","22L","2_3_3372",5,"NA"
2,33,"10/07/96","22L","2_3_3376",4,"NA"
2,33,"10/07/96","22L","2_3_3378",10,"NA"
2,33,"10/07/96","22L","2_3_3380",5,"NA"
2,33,"10/07/96","32R","2_6_3071",31,"NA"
2,33,"10/07/96","32R","2_6_3084",33,"NA"
2,33,"10/07/96","32R","2_6_3213",28,"NA"
2,33,"10/07/96","45L","2_9_3292",8,"NA"
2,33,"10/07/96","45L","2_9_3315",8,"NA"
2,33,"10/07/96","45L","2_9_3321",7,"NA"
2,33,"10/07/96","45L","2_9_3341",6,"NA"
2,34,"04/18/97","10L","2_1_3198",35,"NA"
2,34,"04/18/97","10L","2_1_3230",36,"NA"
2,34,"04/18/97","10L","2_1_3258",6,"NA"
2,34,"04/18/97","10L","2_1_3259",10,"NA"
2,34,"04/18/97","10L","2_1_3314",9,"NA"
2,34,"04/18/97","10L","2_1_3323",10,"NA"
2,34,"04/18/97","10L","2_1_3356",19,"NA"
2,34,"04/18/97","10L","2_1_3367",21,"NA"
2,34,"04/18/97","10L","2_1_3369",13,"NA"
2,34,"04/18/97","10L","2_1_3371",10,"NA"
2,34,"04/18/97","10L","2_1_3373",17,"NA"
2,34,"04/18/97","10L","2_1_3379",14,"NA"
2,34,"04/18/97","10L","2_1_3382",13,"NA"
2,34,"04/18/97","10L","2_1_3383",9,"NA"
2,34,"04/18/97","10L","2_1_3434",15,"NA"
2,34,"04/18/97","10L","2_1_3443",18,"NA"
2,34,"04/18/97","10L","2_1_3452",15,"NA"
2,34,"04/18/97","10L","2_1_3454",13,"NA"
2,34,"04/18/97","10L","2_1_3458",18,"NA"
2,34,"04/18/97","10L","2_1_3465",21,"NA"
2,34,"04/18/97","22L","2_3_3271",42,"NA"
2,34,"04/18/97","22L","2_3_3276",15,"NA"
2,34,"04/18/97","22L","2_3_3296",22,"NA"
2,34,"04/18/97","22L","2_3_3306",10,"NA"
2,34,"04/18/97","22L","2_3_3328",19,"NA"
2,34,"04/18/97","22L","2_3_3331",3,"NA"
2,34,"04/18/97","22L","2_3_3343",5,"NA"
2,34,"04/18/97","22L","2_3_3359",15,"NA"
2,34,"04/18/97","22L","2_3_3370",18,"NA"
2,34,"04/18/97","22L","2_3_3378",16,"NA"
2,34,"04/18/97","22L","2_3_3384",20,"NA"
2,34,"04/18/97","22L","2_3_3385",18,"NA"
2,34,"04/18/97","22L","2_3_3394",15,"NA"
2,34,"04/18/97","22L","2_3_3413",49,"NA"
2,34,"04/18/97","22L","2_3_3468",23,"NA"
2,34,"04/18/97","32R","2_6_3084",32,"NA"
2,34,"04/18/97","32R","2_6_3189",40,"NA"
2,34,"04/18/97","32R","2_6_3423",31,"NA"
2,34,"04/18/97","32R","2_6_3429",50,"NA"
2,34,"04/18/97","32R","2_6_3457",33,"NA"
2,34,"04/18/97","39L","2_7_3030",53,"NA"
2,34,"04/18/97","39L","2_7_3295",30,"NA"
2,34,"04/18/97","39L","2_7_3400",15,"NA"
2,34,"04/18/97","39L","2_7_3402",12,"NA"
2,34,"04/18/97","39L","2_7_3406",24,"NA"
2,34,"04/18/97","39L","2_7_3407",18,"NA"
2,34,"04/18/97","39L","2_7_3409",19,"NA"
2,34,"04/18/97","39L","2_7_3410",24,"NA"
2,34,"04/18/97","39L","2_7_3418",17,"NA"
2,34,"04/18/97","45L","2_9_3315",21,"NA"
2,34,"04/18/97","45L","2_9_3341",22,"NA"
2,34,"04/18/97","45L","2_9_3389",22,"NA"
2,34,"04/18/97","45L","2_9_3428",19,"NA"
2,34,"04/18/97","45L","2_9_3433",15,"NA"
2,34,"04/18/97","45L","2_9_3439",16,"NA"
2,35,"10/17/97","39L","2_7_3296",23,"NA"
2,35,"10/17/97","39L","2_7_3322",21,"NA"
2,35,"10/17/97","39L","2_7_3368",40,"NA"
2,35,"10/17/97","39L","2_7_3406",10,"NA"
2,35,"10/17/97","39L","2_7_3456",23,"NA"
2,35,"10/17/97","45L","2_9_3428",23,"NA"
2,35,"10/17/97","45L","2_9_3462",20,"NA"
2,35,"10/17/97","45L","2_9_3471",33,"NA"
2,35,"10/18/97","10L","2_1_3312",10,12
2,35,"10/18/97","10L","2_1_3314",15,16
2,35,"10/18/97","10L","2_1_3323",20,10
2,35,"10/18/97","10L","2_1_3356",30,15
2,35,"10/18/97","10L","2_1_3362",10,8
2,35,"10/18/97","10L","2_1_3383",10,10
2,35,"10/18/97","10L","2_1_3420",20,17
